ratio,ML_min,OSRM_min,km,od_pair,hist_spd,hour,src_lat,src_lng,dst_lat,dst_lng,new_XGB_min,new_RF_min,new_hist_level,new_ratio_XGB,change_XGB_min,change_XGB_pct,still_divergent_XGB,new_ratio_RF,change_RF_min,change_RF_pct,still_divergent_RF
2.7,7.1,2.6,1.69,7_7,20.4,05:00,23.76535,90.35715,23.76232,90.35908,6.0,5.3,od_pair_only,2.31,-1.1,-15.5,True,2.04,-1.8,-25.4,True
2.7,40.7,14.9,14.65,7_8,12.5,23:00,23.7702,90.40846,23.82348,90.43985,28.6,23.5,od_pair+period,1.92,-12.1,-29.7,False,1.58,-17.2,-42.3,False
2.7,20.1,7.4,5.49,7_7,16.9,06:15,23.77287,90.42806,23.79018,90.42528,11.6,11.0,od_pair+period,1.57,-8.5,-42.3,False,1.49,-9.1,-45.3,False
2.7,8.9,3.3,1.35,7_7,19.5,22:00,23.75984,90.36433,23.76745,90.35886,10.7,6.3,od_pair+period,3.24,1.8,20.2,True,1.91,-2.6,-29.2,False
2.7,16.1,6.0,3.08,7_7,16.9,06:15,23.75285,90.38156,23.74162,90.37615,11.2,11.0,od_pair+period,1.87,-4.9,-30.4,False,1.83,-5.1,-31.7,False
2.7,8.6,3.2,1.39,7_7,20.4,05:00,23.7356,90.41432,23.73195,90.40826,5.0,5.3,od_pair+period,1.56,-3.6,-41.9,False,1.66,-3.3,-38.4,False
2.7,8.8,3.3,1.38,7_7,20.4,05:00,23.73912,90.41714,23.73524,90.41144,3.8,4.1,od_pair+period,1.15,-5.0,-56.8,False,1.24,-4.7,-53.4,False
2.7,11.2,4.1,1.58,7_7,16.9,06:15,23.81505,90.35919,23.81988,90.363,4.9,5.2,od_pair_only,1.2,-6.3,-56.2,False,1.27,-6.0,-53.6,False
2.7,12.3,4.6,1.61,7_7,16.9,06:15,23.74118,90.38705,23.74777,90.38363,5.8,5.6,od_pair+period,1.26,-6.5,-52.8,False,1.22,-6.7,-54.5,False
2.7,5.4,2.0,1.25,7_7,20.4,05:00,23.75466,90.35212,23.75727,90.36155,3.7,3.7,od_pair_only,1.85,-1.7,-31.5,False,1.85,-1.7,-31.5,False
2.7,24.0,9.0,5.74,7_7,16.9,06:15,23.8157,90.36663,23.83021,90.38717,15.9,11.8,od_pair_only,1.77,-8.1,-33.8,False,1.31,-12.2,-50.8,False
2.6,18.0,6.8,5.69,7_7,16.9,06:15,23.7702,90.40846,23.75536,90.38798,12.1,10.1,od_pair+period,1.78,-5.9,-32.8,False,1.49,-7.9,-43.9,False
2.6,7.3,2.7,2.09,7_7,20.4,05:00,23.7585,90.38311,23.75285,90.38156,4.4,4.5,od_pair+period,1.63,-2.9,-39.7,False,1.67,-2.8,-38.4,False
2.6,8.0,3.1,1.74,7_7,20.4,05:00,23.72948,90.43144,23.72846,90.42407,4.3,4.8,od_pair+period,1.39,-3.7,-46.2,False,1.55,-3.2,-40.0,False
2.6,72.8,27.7,23.43,7_5,17.8,22:00,23.7702,90.40846,23.83815,90.25165,105.4,73.3,period_only,3.81,32.6,44.8,True,2.65,0.5,0.7,True
2.6,8.5,3.2,1.53,7_7,20.4,05:00,23.7577,90.36505,23.75187,90.36512,5.8,5.7,od_pair_only,1.81,-2.7,-31.8,False,1.78,-2.8,-32.9,False
2.6,10.4,4.0,1.57,7_7,16.9,06:15,23.78486,90.43093,23.78911,90.43285,6.2,5.9,od_pair+period,1.55,-4.2,-40.4,False,1.48,-4.5,-43.3,False
2.6,10.0,3.9,1.61,7_7,16.9,07:30,23.70433,90.41464,23.70781,90.42369,13.1,19.9,od_pair_only,3.36,3.1,31.0,True,5.1,9.9,99.0,True
2.6,6.4,2.5,1.18,7_7,19.5,22:00,23.79351,90.37954,23.80158,90.3752,7.9,5.9,od_pair+period,3.16,1.5,23.4,True,2.36,-0.5,-7.8,True
2.6,8.4,3.3,1.62,7_7,20.4,05:00,23.78178,90.41358,23.77431,90.41207,4.9,5.3,od_pair+period,1.48,-3.5,-41.7,False,1.61,-3.1,-36.9,False
2.6,11.0,4.3,1.08,7_7,19.5,22:00,23.74767,90.43185,23.74169,90.43104,11.2,6.6,od_pair+period,2.6,0.2,1.8,True,1.53,-4.4,-40.0,False
2.5,21.7,8.5,5.8,7_7,16.9,06:15,23.85086,90.42173,23.86239,90.39768,15.2,11.0,od_pair+period,1.79,-6.5,-30.0,False,1.29,-10.7,-49.3,False
2.5,8.9,3.5,1.61,7_7,20.4,05:00,23.76242,90.35218,23.75466,90.35212,6.9,6.6,od_pair_only,1.97,-2.0,-22.5,False,1.89,-2.3,-25.8,False
2.5,8.9,3.5,1.92,7_7,20.4,05:00,23.73973,90.37228,23.74617,90.37427,4.7,5.6,od_pair+period,1.34,-4.2,-47.2,False,1.6,-3.3,-37.1,False
2.5,9.5,3.8,1.15,7_7,20.4,05:00,23.71193,90.43448,23.70453,90.43556,13.8,18.8,od_pair_only,3.63,4.3,45.3,True,4.95,9.3,97.9,True
2.5,7.8,3.1,1.54,7_7,20.4,05:00,23.78305,90.36854,23.77607,90.36777,4.8,5.5,od_pair+period,1.55,-3.0,-38.5,False,1.77,-2.3,-29.5,False
2.5,21.9,8.7,5.25,7_7,16.9,06:15,23.77131,90.39199,23.78305,90.36854,15.7,11.3,od_pair+period,1.8,-6.2,-28.3,False,1.3,-10.6,-48.4,False
2.5,22.0,8.8,4.3,7_7,16.9,06:15,23.74714,90.37358,23.73438,90.35839,13.5,11.6,od_pair_only,1.53,-8.5,-38.6,False,1.32,-10.4,-47.3,False
2.5,40.7,16.4,8.63,5_6,9.4,22:00,23.83815,90.25165,23.82869,90.30224,19.7,29.2,od_pair_only,1.2,-21.0,-51.6,False,1.78,-11.5,-28.3,False
2.5,8.2,3.3,1.36,7_7,20.4,05:00,23.74386,90.39186,23.74118,90.38705,4.7,5.2,od_pair+period,1.42,-3.5,-42.7,False,1.58,-3.0,-36.6,False
2.5,9.4,3.8,2.17,7_7,16.9,06:15,23.74905,90.38583,23.74386,90.39186,5.6,5.5,od_pair+period,1.47,-3.8,-40.4,False,1.45,-3.9,-41.5,False
2.4,6.1,2.5,1.96,7_7,20.4,05:00,23.76292,90.43194,23.76364,90.43238,3.4,3.4,od_pair+period,1.36,-2.7,-44.3,False,1.36,-2.7,-44.3,False
2.4,8.9,3.7,1.54,7_7,19.5,22:00,23.74649,90.3858,23.75474,90.3895,8.4,5.3,od_pair+period,2.27,-0.5,-5.6,True,1.43,-3.6,-40.4,False
2.4,8.0,3.3,2.06,7_7,16.9,06:15,23.73923,90.37562,23.7446,90.37271,5.6,5.1,od_pair+period,1.7,-2.4,-30.0,False,1.55,-2.9,-36.3,False
2.4,11.9,4.9,1.48,7_7,16.9,06:15,23.78911,90.43285,23.79409,90.43776,6.8,6.2,od_pair+period,1.39,-5.1,-42.9,False,1.27,-5.7,-47.9,False
2.4,7.9,3.2,1.63,7_7,20.4,05:00,23.75536,90.38798,23.74905,90.38583,4.9,5.3,od_pair+period,1.53,-3.0,-38.0,False,1.66,-2.6,-32.9,False
2.4,8.8,3.6,1.57,7_7,20.4,05:00,23.71811,90.39579,23.72309,90.39257,5.0,5.3,od_pair+period,1.39,-3.8,-43.2,False,1.47,-3.5,-39.8,False
2.4,23.3,9.7,5.75,7_7,16.9,06:15,23.7702,90.40846,23.76718,90.43222,16.1,11.2,od_pair+period,1.66,-7.2,-30.9,False,1.15,-12.1,-51.9,False
2.4,8.5,3.6,1.13,7_7,20.4,05:00,23.74169,90.43104,23.73331,90.43202,5.1,4.9,od_pair+period,1.42,-3.4,-40.0,False,1.36,-3.6,-42.4,False
2.3,9.3,4.0,1.48,7_7,19.5,22:00,23.80296,90.36349,23.81175,90.36111,10.0,5.0,od_pair+period,2.5,0.7,7.5,True,1.25,-4.3,-46.2,False
2.3,5.4,2.3,1.05,7_7,20.4,05:00,23.74878,90.38402,23.74673,90.38579,3.3,2.9,od_pair+period,1.43,-2.1,-38.9,False,1.26,-2.5,-46.3,False
2.3,8.6,3.7,1.95,7_7,20.4,05:00,23.7726,90.42256,23.77352,90.42725,6.4,7.5,od_pair+period,1.73,-2.2,-25.6,False,2.03,-1.1,-12.8,True
2.3,16.6,7.3,4.42,7_7,16.9,06:15,23.82462,90.4352,23.83144,90.42467,12.9,10.8,od_pair+period,1.77,-3.7,-22.3,False,1.48,-5.8,-34.9,False
2.3,23.0,10.1,5.52,7_7,16.9,06:15,23.80737,90.41769,23.81496,90.43584,15.4,11.4,od_pair+period,1.52,-7.6,-33.0,False,1.13,-11.6,-50.4,False
2.3,7.0,3.1,1.55,8_8,22.2,22:00,23.80902,90.43986,23.81862,90.43961,14.0,6.7,od_pair+period,4.52,7.0,100.0,True,2.16,-0.3,-4.3,True
2.3,20.5,9.1,5.65,7_7,16.9,06:15,23.83364,90.41666,23.81356,90.43123,15.7,11.7,od_pair+period,1.73,-4.8,-23.4,False,1.29,-8.8,-42.9,False
2.2,7.9,3.6,1.8,7_7,20.4,05:00,23.78486,90.43093,23.78397,90.42238,6.0,6.7,od_pair+period,1.67,-1.9,-24.1,False,1.86,-1.2,-15.2,False
2.2,4.6,2.0,1.05,8_8,22.2,06:15,23.82582,90.44056,23.81862,90.43961,4.3,4.4,od_pair+period,2.15,-0.3,-6.5,True,2.2,-0.2,-4.3,True
2.2,8.0,3.6,2.59,7_7,20.4,05:00,23.75639,90.38727,23.75167,90.3856,5.2,5.8,od_pair+period,1.44,-2.8,-35.0,False,1.61,-2.2,-27.5,False
2.2,8.3,3.7,1.73,7_7,20.4,05:00,23.78201,90.37298,23.78652,90.36597,7.9,6.7,od_pair_only,2.14,-0.4,-4.8,True,1.81,-1.6,-19.3,False
2.2,8.7,4.0,1.98,7_7,16.9,06:15,23.80613,90.38277,23.80045,90.37569,6.3,5.5,od_pair+period,1.58,-2.4,-27.6,False,1.38,-3.2,-36.8,False
2.2,6.6,3.1,1.44,7_7,20.4,05:00,23.78305,90.36854,23.78183,90.36555,4.9,3.2,od_pair_only,1.58,-1.7,-25.8,False,1.03,-3.4,-51.5,False
2.1,7.8,3.7,1.85,7_7,20.4,05:00,23.86176,90.40524,23.86239,90.39768,6.1,6.7,od_pair+period,1.65,-1.7,-21.8,False,1.81,-1.1,-14.1,False
2.1,9.0,4.2,2.48,7_7,20.4,05:00,23.77898,90.36182,23.77367,90.36174,6.7,6.8,od_pair_only,1.6,-2.3,-25.6,False,1.62,-2.2,-24.4,False
2.1,17.5,8.2,5.39,7_7,16.9,06:15,23.77552,90.38841,23.78201,90.37298,13.5,10.9,od_pair+period,1.65,-4.0,-22.9,False,1.33,-6.6,-37.7,False
2.1,9.3,4.4,2.55,7_7,16.9,06:15,23.7702,90.40846,23.76476,90.4144,6.6,5.9,od_pair+period,1.5,-2.7,-29.0,False,1.34,-3.4,-36.6,False
2.1,9.2,4.4,2.74,7_7,20.4,05:00,23.83325,90.41672,23.83144,90.42467,7.3,7.1,od_pair+period,1.66,-1.9,-20.7,False,1.61,-2.1,-22.8,False
2.1,10.2,4.9,1.71,7_7,16.9,06:15,23.78911,90.43285,23.79018,90.42528,6.9,5.9,od_pair+period,1.41,-3.3,-32.4,False,1.2,-4.3,-42.2,False
2.1,7.5,3.6,1.72,7_7,20.4,05:00,23.73886,90.41149,23.73195,90.40826,5.7,6.5,od_pair+period,1.58,-1.8,-24.0,False,1.81,-1.0,-13.3,False
2.1,10.3,5.0,2.15,8_8,22.2,06:15,23.74879,90.44652,23.75785,90.45098,7.4,6.5,period_only,1.48,-2.9,-28.2,False,1.3,-3.8,-36.9,False
2.1,7.3,3.6,2.55,7_7,20.4,05:00,23.78088,90.42444,23.77352,90.42725,4.7,5.2,od_pair+period,1.31,-2.6,-35.6,False,1.44,-2.1,-28.8,False
2.0,35.4,17.3,13.9,6_6,17.8,06:15,23.73543,90.34333,23.79939,90.28045,35.8,36.3,period_only,2.07,0.4,1.1,True,2.1,0.9,2.5,True
2.0,8.1,4.0,1.47,8_8,22.2,22:00,23.75748,90.44145,23.75785,90.45098,8.9,5.9,period_only,2.22,0.8,9.9,True,1.48,-2.2,-27.2,False
